"delta.rank" "pval" "level" "nseqs" "term" "name" "p.adj"
-458 0.133305686887658 2 96 "GO:0001837" "epithelial to mesenchymal transition" 0.400920301956578
-456 0.0468407791724271 2 171 "GO:0001838;GO:0001841" "embryonic epithelial tube formation" 0.224849806327702
880 0.326818153681488 2 11 "GO:0001839" "neural plate morphogenesis" 0.618430090156684
74 0.921064203867053 3 16 "GO:0001840" "neural plate development" 0.968058765963323
-88 0.922102517858931 2 11 "GO:0001842" "neural fold formation" 0.968290934338973
-336 0.224782113606661 4 117 "GO:0001843;GO:0060606;GO:0014020" "primary neural tube formation" 0.523409197728404
544 0.402997710877618 3 21 "GO:0001845" "phagolysosome assembly" 0.684817122968523
374 0.564841787420369 2 21 "GO:0001878" "response to yeast" 0.795936506190705
-132 0.883485868034889 4 11 "GO:0001881" "receptor recycling" 0.955234543356373
-380 0.336109655795553 5 57 "GO:0001885" "endothelial cell development" 0.628074294879781
314 0.765114073752765 2 8 "GO:0001886" "endothelial cell morphogenesis" 0.902731385517497
1544 0.169860937896218 2 7 "GO:0001887" "selenium compound metabolic process" 0.456340687776646
313 0.136831974605899 2 204 "GO:0001889;GO:0061008" "hepaticobiliary system development" 0.408451748660186
-482 0.0576373541710138 2 139 "GO:0001890" "placenta development" 0.253636092614909
-753 0.0217012466204604 2 83 "GO:0001892" "embryonic placenta development" 0.143493041252558
-292 0.535731624598302 3 40 "GO:0001893" "maternal placenta development" 0.776330620697388
-420 0.0369056899631237 4 223 "GO:0001894" "tissue homeostasis" 0.196645818020177
-632 0.0649811324467318 2 76 "GO:0001895;GO:0045494" "retina homeostasis" 0.271384298409146
1274 0.0499865238875198 2 21 "GO:0001906" "cell killing" 0.232828681116491
815 0.305594543951562 3 14 "GO:0001909" "leukocyte mediated cytotoxicity" 0.59840619185732
815 0.0839718403287846 5 40 "GO:0001910;GO:0001912;GO:0031343" "positive regulation of cell killing" 0.312285290385676
784 0.51876853270663 5 6 "GO:0001911;GO:0031342;GO:0002716;GO:0045953" "negative regulation of cell killing" 0.764815770838412
1139 0.311340463906217 3 7 "GO:0001913" "T cell mediated cytotoxicity" 0.604521429078803
954 0.214783570288128 4 15 "GO:0001919" "regulation of receptor recycling" 0.511322523795752
1195 0.228649408331826 5 9 "GO:0001921" "positive regulation of receptor recycling" 0.525515570407511
708 0.529233439958416 3 7 "GO:0001922" "B-1 B cell homeostasis" 0.772055353660532
1231 0.311230918044596 2 6 "GO:0001928;GO:0106020" "regulation of vesicle docking" 0.604521429078803
-233 0.0176001389808856 2 1022 "GO:0001932" "regulation of protein phosphorylation" 0.126728928652908
-36 0.816541864820792 6 391 "GO:0001933;GO:0042326" "negative regulation of phosphorylation" 0.924951769847525
498 0.531506925789721 2 14 "GO:0001935" "endothelial cell proliferation" 0.773890506887433
-749 0.00727184979137277 6 115 "GO:0001936;GO:0001938" "regulation of endothelial cell proliferation" 0.0710951186025038
127 0.818516885826737 4 29 "GO:0001937" "negative regulation of endothelial cell proliferation" 0.92560489607618
-288 0.56152519402981 3 36 "GO:0001941" "postsynaptic membrane organization" 0.792581035458412
-730 0.0161796130943713 2 97 "GO:0001942;GO:0022405;GO:0042633;GO:0098773" "hair cycle" 0.119874774907659
443 0.431242624665993 3 28 "GO:0001945" "lymph vessel development" 0.706188238578692
481 0.575501874236637 2 12 "GO:0001946;GO:0036303" "lymph vessel morphogenesis" 0.802214733784403
-805 0.00684249012439874 2 101 "GO:0001952" "regulation of cell-matrix adhesion" 0.0685750499301027
-684 0.317106129062577 2 19 "GO:0001953" "negative regulation of cell-matrix adhesion" 0.610164486676532
