	SRR14729874.clean.fastq.gz.samSYM.counts	SRR14729875.clean.fastq.gz.samSYM.counts	SRR14729876.clean.fastq.gz.samSYM.counts	SRR14729877.clean.fastq.gz.samSYM.counts	SRR14729879.clean.fastq.gz.samSYM.counts	SRR14729880.clean.fastq.gz.samSYM.counts	SRR14729882.clean.fastq.gz.samSYM.counts	SRR14729883.clean.fastq.gz.samSYM.counts	SRR14729884.clean.fastq.gz.samSYM.counts	SRR14729885.clean.fastq.gz.samSYM.counts	SRR14729886.clean.fastq.gz.samSYM.counts	SRR14729887.clean.fastq.gz.samSYM.counts	SRR14729888.clean.fastq.gz.samSYM.counts	SRR14729891.clean.fastq.gz.samSYM.counts	SRR14729892.clean.fastq.gz.samSYM.counts	
evm.model.scaffold_8219.3	0	0	0	1	1	0	0	2	1	0	0	2	0	0	1	
evm.model.scaffold_822.11	1	1	5	5	0	8	2	0	2	0	2	1	0	1	4	
evm.model.scaffold_822.12	0	1	3	3	2	9	1	2	5	0	0	1	0	0	6	
evm.model.scaffold_822.13	2	4	8	12	3	13	5	7	5	2	4	8	2	2	14	
evm.model.scaffold_822.2	1	2	9	18	0	10	5	4	1	1	0	6	3	6	13	
evm.model.scaffold_822.3	6	3	17	22	3	21	6	4	5	0	1	11	4	7	21	
evm.model.scaffold_822.4	20	22	76	96	14	132	43	28	51	10	17	44	27	17	103	
evm.model.scaffold_822.6	3	1	7	13	5	19	13	5	9	0	5	5	2	3	16	
evm.model.scaffold_822.7	1	0	1	4	0	2	0	0	3	0	0	5	0	1	5	
evm.model.scaffold_822.9	10	9	18	22	10	36	7	4	11	5	5	6	7	7	24	
evm.model.scaffold_8221.1	0	3	8	8	1	6	1	0	2	0	0	0	2	0	5	
evm.model.scaffold_8221.2	2	1	2	1	1	1	0	0	5	0	1	1	0	4	5	
evm.model.scaffold_8221.3	2	5	4	6	1	10	4	2	3	0	1	2	2	2	3	
evm.model.scaffold_8221.4	2	2	5	12	7	16	5	4	3	1	3	13	7	3	10	
evm.model.scaffold_8221.5	3	1	3	1	3	4	1	1	0	1	2	1	6	0	4	
evm.model.scaffold_8223.1	9	23	37	96	15	185	14	25	41	2	8	45	5	12	83	
evm.model.scaffold_8225.1	2	0	1	3	0	1	0	1	1	0	0	0	0	0	0	
evm.model.scaffold_8225.2	0	3	0	2	0	4	5	1	1	0	0	0	1	0	4	
evm.model.scaffold_8225.3	0	0	1	0	0	4	0	1	0	0	0	1	0	0	0	
evm.model.scaffold_823.1	2	7	5	6	1	9	2	1	4	0	2	5	1	4	14	
evm.model.scaffold_8231.1	4	8	13	23	8	37	2	0	9	2	2	6	2	5	19	
evm.model.scaffold_8232.1	4	4	8	12	2	16	7	2	11	2	4	4	5	0	22	
evm.model.scaffold_8235.1	1	0	7	6	1	12	5	1	0	1	0	3	1	1	14	
evm.model.scaffold_8235.2	0	0	1	2	0	3	0	0	0	1	0	0	0	0	0	
evm.model.scaffold_8236.1	2	0	0	2	1	7	0	1	3	0	0	1	0	0	3	
evm.model.scaffold_8236.2	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	
evm.model.scaffold_8237.1	1	1	3	10	0	9	4	2	2	0	0	1	3	4	9	
evm.model.scaffold_8237.2	0	1	8	14	2	14	3	3	7	1	2	8	4	3	17	
evm.model.scaffold_8237.3	3	2	13	9	2	18	2	4	5	0	2	3	0	1	11	
evm.model.scaffold_8239.1	0	0	0	0	1	2	0	2	1	0	0	0	0	0	0	
evm.model.scaffold_824.1	4	0	4	8	5	10	1	5	4	0	0	2	0	2	17	
evm.model.scaffold_8240.1	0	1	1	1	2	3	0	0	2	0	0	1	0	1	1	
evm.model.scaffold_8243.1	0	0	3	1	2	1	0	3	1	0	0	0	1	1	6	
evm.model.scaffold_8244.2	96	35	34	59	197	80	63	26	54	66	39	70	114	43	69	
evm.model.scaffold_8244.4	1	0	2	0	0	3	0	0	1	0	2	0	0	0	2	
evm.model.scaffold_8247.1	3	1	2	5	1	2	3	0	1	0	0	0	0	0	2	
evm.model.scaffold_8248.1	30	34	63	114	15	171	36	29	64	10	27	22	16	27	136	
evm.model.scaffold_8248.2	0	2	2	5	1	8	1	1	2	3	2	4	0	2	4	
evm.model.scaffold_8248.3	3	2	8	6	4	13	6	2	2	1	1	4	2	0	9	
evm.model.scaffold_8248.4	3	1	1	8	2	10	1	1	2	0	1	4	5	3	2	
evm.model.scaffold_8248.6	0	0	1	0	0	1	0	0	1	0	0	0	0	0	0	
evm.model.scaffold_8248.7	4	5	10	12	2	18	4	3	4	0	0	2	5	2	22	
evm.model.scaffold_8248.8	4	10	16	28	4	37	9	10	14	1	7	7	4	12	28	
evm.model.scaffold_8248.9	0	1	1	0	0	2	0	1	1	0	0	0	0	0	0	
evm.model.scaffold_8250.1	3	12	24	23	5	25	5	7	18	0	4	6	3	6	28	
evm.model.scaffold_8251.2	0	0	27	0	0	0	0	0	0	0	0	0	6	0	0	
evm.model.scaffold_8251.3	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	
evm.model.scaffold_8253.1	0	1	0	0	0	1	0	0	0	0	0	1	0	0	0	
evm.model.scaffold_8253.2	5	5	6	15	7	18	15	6	3	3	6	7	1	5	14	
evm.model.scaffold_8253.7	4	3	9	11	0	13	1	3	4	1	2	6	1	1	15	
evm.model.scaffold_8255.1	5	7	12	27	2	31	8	1	7	0	3	9	3	1	28	
evm.model.scaffold_8255.2	0	0	2	4	0	9	0	1	3	0	1	1	0	4	10	
evm.model.scaffold_8257.1	4	5	11	12	10	15	13	5	6	1	6	15	4	3	31	
evm.model.scaffold_8257.2	6	4	8	6	3	17	5	5	6	4	1	8	2	5	19	
evm.model.scaffold_8258.1	1	3	1	0	0	3	0	0	0	0	0	0	0	0	1	
evm.model.scaffold_8258.2	0	0	5	6	0	2	1	0	0	0	0	3	1	5	0	
evm.model.scaffold_8258.3	1	1	4	9	0	14	1	1	6	1	2	5	0	4	10	
evm.model.scaffold_826.3	0	1	0	1	0	3	1	3	1	0	0	1	0	0	3	
evm.model.scaffold_8260.1	0	6	4	13	6	18	1	3	4	2	0	6	1	1	11	
evm.model.scaffold_8260.2	4	2	1	6	1	8	2	0	2	3	0	1	0	1	12	
evm.model.scaffold_8260.3	0	1	0	3	1	7	0	0	1	0	0	1	0	0	3	
evm.model.scaffold_8261.1	11	22	17	31	18	36	41	4	2	25	2	14	25	12	13	
evm.model.scaffold_8261.2	0	0	0	2	1	2	1	1	0	0	0	0	0	0	1	
evm.model.scaffold_8261.3	3	8	9	17	2	17	4	2	5	1	3	6	1	3	18	
evm.model.scaffold_8261.6	0	0	0	1	1	1	0	2	0	0	1	0	0	0	3	
evm.model.scaffold_8263.1	5	0	3	4	5	7	2	4	4	2	2	3	3	5	6	
evm.model.scaffold_8263.2	1	6	15	17	7	17	16	6	4	3	5	10	8	9	22	
evm.model.scaffold_8267.1	2	3	1	2	1	2	0	2	1	0	0	3	1	2	5	
evm.model.scaffold_8267.2	1	0	0	5	0	2	0	0	1	0	0	0	0	1	2	
evm.model.scaffold_8269.1	1	1	2	6	1	5	0	1	2	1	0	3	0	4	8	
evm.model.scaffold_827.1	1	3	5	7	1	4	4	1	0	0	1	5	3	1	11	
evm.model.scaffold_827.2	0	0	1	2	1	1	0	0	1	0	0	0	1	0	1	
evm.model.scaffold_8270.1	0	0	0	1	0	2	0	0	0	0	0	0	1	0	3	
evm.model.scaffold_8270.2	0	0	1	0	0	1	0	0	1	0	0	0	0	2	2	
evm.model.scaffold_8270.3	31	11	33	42	24	57	33	12	28	4	23	20	32	10	46	
evm.model.scaffold_8270.4	0	2	0	8	2	10	2	3	1	0	2	4	2	0	3	
evm.model.scaffold_8270.5	0	1	0	1	0	1	0	0	0	0	0	0	0	0	0	
evm.model.scaffold_8271.5	0	0	0	0	0	0	0	0	1	0	1	1	0	0	1	
evm.model.scaffold_8272.1	0	0	0	0	3	1	0	0	0	1	0	1	0	0	0	
evm.model.scaffold_8273.1	0	0	0	0	0	3	0	0	1	0	1	0	0	1	1	
evm.model.scaffold_8273.2	1	2	2	2	0	3	1	2	5	0	0	0	1	0	6	
evm.model.scaffold_8273.3	1	1	5	2	0	3	0	0	1	0	1	2	0	1	9	
evm.model.scaffold_8273.5	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
evm.model.scaffold_8274.1	1	0	3	4	2	3	0	0	2	0	1	0	0	1	6	
evm.model.scaffold_8275.1	3	4	5	22	5	20	5	3	3	1	3	10	3	3	16	
evm.model.scaffold_8276.2	0	0	0	1	0	0	0	0	1	0	0	0	0	2	0	
evm.model.scaffold_8277.1	6	4	4	11	3	11	7	2	4	4	0	8	1	3	18	
evm.model.scaffold_8277.2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	
evm.model.scaffold_8278.1	7	3	9	11	6	20	2	10	9	2	3	7	1	2	18	
evm.model.scaffold_8279.5	0	0	0	1	0	0	0	0	0	0	0	0	0	0	7	
evm.model.scaffold_8279.8	0	0	0	1	0	0	0	1	0	0	0	0	0	1	0	
evm.model.scaffold_8279.9	0	0	1	1	0	1	1	0	0	1	0	0	0	0	1	
evm.model.scaffold_8280.1	2	1	0	4	0	4	1	3	3	0	0	1	0	0	0	
evm.model.scaffold_8281.1	2	0	2	4	2	10	2	3	3	1	0	2	0	1	4	
evm.model.scaffold_8281.2	0	3	1	2	2	6	0	1	0	1	0	4	0	0	7	
evm.model.scaffold_8282.1	0	1	10	10	1	14	1	1	2	0	1	7	6	4	18	
evm.model.scaffold_8283.1	0	0	2	1	1	0	0	0	1	0	0	0	0	0	0	
evm.model.scaffold_8284.1	4	7	18	22	5	18	2	6	11	0	2	13	3	7	24	
evm.model.scaffold_8287.1	1	2	7	11	2	7	2	2	4	1	2	5	0	5	5	
evm.model.scaffold_8289.1	4	2	3	4	1	18	1	1	0	1	1	5	1	0	12	
evm.model.scaffold_8290.1	6	9	5	6	3	18	3	6	2	0	0	3	2	7	6	
evm.model.scaffold_8291.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	
evm.model.scaffold_8293.1	8	10	19	16	7	14	8	4	10	1	7	10	6	3	30	
evm.model.scaffold_8297.1	2	1	3	2	1	7	2	0	0	1	2	1	0	0	2	
evm.model.scaffold_8297.2	1	0	2	3	1	6	1	2	1	0	0	1	0	1	2	
evm.model.scaffold_8298.1	1	2	1	2	2	3	0	0	0	0	0	0	0	2	1	
evm.model.scaffold_83.1	1	1	5	3	1	8	1	2	3	0	1	4	1	0	4	
evm.model.scaffold_8302.1	3	0	2	3	2	5	0	0	0	0	0	2	0	0	1	
evm.model.scaffold_8303.2	2	5	19	31	13	34	8	13	14	1	11	10	0	8	33	
evm.model.scaffold_8303.3	2	8	9	25	5	33	3	6	17	1	1	8	6	6	34	
evm.model.scaffold_8305.1	0	1	2	2	0	3	0	3	0	0	1	0	0	0	0	
evm.model.scaffold_8305.2	0	0	1	3	0	1	0	0	2	0	1	1	0	0	2	
evm.model.scaffold_8308.1	1	3	8	10	0	4	1	3	5	1	1	3	0	2	16	
evm.model.scaffold_8309.1	0	0	1	0	0	0	1	0	0	0	0	0	0	1	1	
evm.model.scaffold_831.1	0	2	6	11	2	12	8	1	3	0	1	9	4	0	6	
evm.model.scaffold_8310.1	5	1	8	12	4	14	4	0	1	0	2	3	1	2	10	
evm.model.scaffold_8313.1	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	
evm.model.scaffold_8313.2	1	0	3	7	1	7	2	0	2	0	1	6	0	1	3	
evm.model.scaffold_8313.3	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	
evm.model.scaffold_8315.1	0	2	2	9	2	5	1	1	0	0	0	6	0	3	0	
evm.model.scaffold_8315.2	5	11	27	25	6	25	7	11	11	4	5	8	3	8	20	
evm.model.scaffold_8315.3	2	2	0	4	1	9	2	0	3	0	1	1	0	2	6	
evm.model.scaffold_8316.1	3	2	10	21	6	24	5	7	7	0	5	5	9	5	23	
evm.model.scaffold_8316.2	3	5	12	8	6	19	7	8	4	0	7	4	0	3	17	
evm.model.scaffold_8316.3	4	9	7	11	1	24	6	0	15	1	4	8	1	6	17	
evm.model.scaffold_8317.1	1	0	7	4	2	4	2	6	2	1	5	2	0	0	11	
evm.model.scaffold_8317.2	2	0	1	2	0	3	1	2	0	0	0	2	0	0	1	
evm.model.scaffold_8320.1	5	6	13	28	10	26	7	5	8	0	1	14	4	3	32	
evm.model.scaffold_8321.1	5	15	16	11	4	35	21	7	13	1	6	10	13	7	35	
evm.model.scaffold_8322.1	13	24	49	84	12	86	29	25	27	14	23	43	22	24	92	
evm.model.scaffold_8324.1	0	1	6	4	0	6	4	1	2	0	0	0	2	3	6	
evm.model.scaffold_8324.6	0	0	0	0	0	1	0	1	0	0	0	0	1	1	0	
evm.model.scaffold_8326.1	0	7	15	14	2	17	5	4	10	0	1	3	2	3	11	
evm.model.scaffold_8327.1	2	1	6	9	4	13	2	2	6	1	3	0	0	0	9	
evm.model.scaffold_8327.2	0	0	0	0	0	5	0	1	1	0	0	0	1	0	0	
evm.model.scaffold_8328.1	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	
evm.model.scaffold_8331.3	4	1	4	11	0	10	1	6	1	1	4	2	3	8	19	
evm.model.scaffold_8331.4	6	13	5	46	7	62	13	11	12	2	9	15	0	11	48	
evm.model.scaffold_8331.5	0	0	5	1	1	5	1	1	1	0	0	0	1	0	3	
evm.model.scaffold_8331.6	0	1	8	2	0	15	2	0	2	2	1	2	0	3	8	
evm.model.scaffold_8331.7	1	2	4	6	2	3	3	0	3	0	4	0	3	0	7	
evm.model.scaffold_8331.8	0	2	10	13	2	30	4	7	21	5	3	13	1	4	28	
evm.model.scaffold_8332.3	9	20	26	52	16	61	31	5	15	5	23	19	9	13	52	
evm.model.scaffold_8332.4	0	6	13	17	5	30	6	4	3	0	9	8	3	6	14	
evm.model.scaffold_8332.5	3	8	6	14	3	18	10	12	7	3	2	10	0	3	14	
evm.model.scaffold_8332.6	21	6	25	35	24	55	41	13	25	9	18	31	15	11	63	
evm.model.scaffold_8333.1	4	6	17	12	3	27	6	4	3	2	2	13	5	6	21	
evm.model.scaffold_8333.2	2	3	2	12	2	17	0	3	1	1	4	4	2	5	13	
evm.model.scaffold_8333.3	1	4	5	13	3	22	4	8	2	1	1	7	5	6	16	
evm.model.scaffold_8337.1	0	2	4	2	1	2	2	2	1	1	0	0	1	1	3	
evm.model.scaffold_834.1	8	2	7	17	4	12	3	2	6	2	2	10	0	3	13	
evm.model.scaffold_834.4	7	7	21	37	7	53	9	16	15	1	5	17	12	4	37	
evm.model.scaffold_8341.1	1	2	6	11	4	18	1	7	14	0	3	7	4	6	17	
evm.model.scaffold_8342.1	40	18	48	51	50	90	76	13	50	25	40	48	36	32	71	
evm.model.scaffold_8347.1	2	2	4	8	2	18	7	8	2	1	4	5	2	5	11	
evm.model.scaffold_8347.2	0	1	1	2	0	0	0	1	1	0	0	0	0	2	3	
evm.model.scaffold_8347.3	1	1	2	5	1	1	2	1	0	0	0	1	0	0	4	
evm.model.scaffold_8351.1	0	0	1	2	0	0	0	0	1	0	0	0	0	1	1	
evm.model.scaffold_8351.2	4	0	4	8	1	14	1	1	2	0	2	9	0	2	6	
evm.model.scaffold_8351.3	0	2	3	4	2	7	2	0	1	0	0	0	0	0	5	
evm.model.scaffold_8353.1	1	0	4	6	1	2	1	4	5	1	3	3	0	3	6	
evm.model.scaffold_8353.2	1	1	3	4	2	14	0	0	1	0	1	2	0	0	7	
evm.model.scaffold_836.1	3	1	3	8	0	7	1	2	6	2	1	3	2	5	12	
evm.model.scaffold_8360.2	1	0	3	1	1	12	2	2	1	2	1	2	4	2	4	
evm.model.scaffold_8360.4	0	1	2	0	2	1	2	1	0	0	0	0	1	0	3	
evm.model.scaffold_8360.5	14	19	43	51	11	63	19	14	16	3	10	19	6	11	76	
evm.model.scaffold_8362.1	0	0	4	2	0	7	0	0	1	0	0	0	0	0	3	
evm.model.scaffold_8362.2	0	1	3	4	0	3	1	1	1	2	0	1	0	0	3	
evm.model.scaffold_8362.3	1	0	1	3	1	0	0	2	1	1	0	1	0	0	3	
evm.model.scaffold_8363.1	9	7	17	16	5	22	16	8	12	2	6	7	9	3	21	
evm.model.scaffold_8363.2	14	20	22	37	21	52	21	13	16	5	16	19	12	10	33	
evm.model.scaffold_8363.3	3	2	3	4	0	8	1	1	4	0	1	0	3	1	4	
evm.model.scaffold_8363.4	1	4	4	15	6	21	8	1	4	0	2	6	5	3	17	
evm.model.scaffold_8363.5	9	4	6	12	11	25	4	3	7	1	6	5	0	5	14	
evm.model.scaffold_8364.1	0	2	2	7	0	9	2	3	4	0	0	3	0	1	10	
evm.model.scaffold_8365.4	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	
evm.model.scaffold_8369.1	6	5	35	27	8	37	6	10	7	3	3	5	1	7	39	
evm.model.scaffold_8369.2	0	5	7	7	2	8	2	1	6	0	0	2	1	2	5	
evm.model.scaffold_8369.3	2	1	11	11	2	13	0	1	5	0	3	4	3	1	19	
evm.model.scaffold_837.1	2	4	2	7	1	7	3	0	4	1	1	2	1	1	10	
evm.model.scaffold_837.2	0	1	1	2	0	0	0	0	0	0	0	0	0	1	0	
evm.model.scaffold_8370.1	0	1	10	4	0	6	0	2	0	0	0	0	0	0	3	
evm.model.scaffold_8370.2	15	8	20	28	9	46	22	1	20	2	20	9	8	12	24	
evm.model.scaffold_8370.3	1	1	2	3	0	2	1	0	1	0	1	1	1	0	3	
evm.model.scaffold_8370.4	3	0	3	5	0	8	0	0	2	0	0	5	0	3	7	
evm.model.scaffold_8370.5	2	3	2	7	0	5	2	2	3	0	0	4	3	1	5	
evm.model.scaffold_8370.6	0	1	0	1	0	2	0	0	1	0	0	0	0	0	2	
evm.model.scaffold_8371.1	0	0	1	3	0	3	0	0	3	1	0	0	0	0	3	
evm.model.scaffold_8373.4	1	0	3	2	0	3	1	0	0	1	0	1	1	1	0	
evm.model.scaffold_8373.5	1	0	4	2	0	3	1	0	1	0	0	3	0	0	1	
evm.model.scaffold_8373.7	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	
evm.model.scaffold_8376.1	10	12	19	40	11	41	25	7	22	4	12	19	7	8	39	
evm.model.scaffold_8376.2	0	0	2	3	1	2	0	0	2	0	0	2	0	3	7	
evm.model.scaffold_8376.3	0	2	2	3	0	4	0	2	3	1	0	1	0	3	6	
evm.model.scaffold_8376.4	2	2	14	6	4	14	4	2	6	1	1	4	5	4	7	
evm.model.scaffold_8376.5	3	2	3	3	2	9	1	3	0	0	0	0	0	2	7	
evm.model.scaffold_8377.1	3	2	7	8	2	8	3	2	3	0	2	6	0	2	12	
evm.model.scaffold_838.1	2	0	3	6	1	10	1	3	5	2	0	10	1	3	11	
evm.model.scaffold_8380.1	4	5	10	8	5	18	6	5	1	2	3	12	6	1	11	
evm.model.scaffold_8381.4	0	1	1	0	1	1	0	0	0	0	0	1	0	0	1	
evm.model.scaffold_8384.4	1	0	3	4	0	3	0	1	2	1	0	1	0	2	4	
evm.model.scaffold_8386.1	3	1	0	4	1	3	2	0	2	0	0	0	0	1	6	
evm.model.scaffold_8387.1	8	3	1	2	8	9	9	0	5	3	7	7	4	7	10	
evm.model.scaffold_8388.1	2	2	4	1	0	1	0	0	1	1	0	1	0	0	2	
evm.model.scaffold_8388.2	0	0	2	0	2	3	0	0	0	0	0	0	0	0	3	
evm.model.scaffold_8389.1	5	4	8	15	5	18	7	7	4	3	1	9	1	6	21	
evm.model.scaffold_8389.2	4	3	10	19	7	18	4	7	7	2	0	5	0	7	20	
evm.model.scaffold_8389.3	0	1	3	1	1	7	1	1	2	1	3	0	0	0	2	
evm.model.scaffold_8389.5	3	0	4	9	3	8	6	5	6	0	5	0	0	1	9	
evm.model.scaffold_839.1	3	0	3	2	1	5	0	1	1	1	0	2	0	0	3	
evm.model.scaffold_839.2	0	0	1	1	1	5	0	1	1	0	0	0	0	0	2	
evm.model.scaffold_839.6	0	0	0	2	0	1	2	2	1	0	0	1	1	0	2	
evm.model.scaffold_839.7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	
evm.model.scaffold_8391.2	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	
evm.model.scaffold_8391.6	2	0	5	3	0	7	2	0	3	0	1	0	0	0	4	
evm.model.scaffold_8391.7	0	2	2	6	0	6	0	0	4	0	0	2	3	0	4	
evm.model.scaffold_8394.1	2	0	1	1	0	5	0	1	5	0	0	2	0	0	6	
evm.model.scaffold_8395.1	1	1	7	13	6	5	3	1	7	2	3	5	3	1	11	
evm.model.scaffold_8395.3	0	0	3	2	1	1	0	1	3	0	0	1	0	1	1	
evm.model.scaffold_8397.3	4	7	28	38	8	41	7	14	8	1	2	9	10	8	33	
evm.model.scaffold_8397.4	3	6	8	26	6	21	5	2	5	1	0	6	9	3	23	
evm.model.scaffold_8397.5	0	0	5	6	2	8	1	0	3	0	1	0	0	2	4	
evm.model.scaffold_8398.1	5	5	10	17	8	32	13	12	4	1	5	8	11	2	30	
evm.model.scaffold_840.2	2	2	9	9	1	10	9	1	7	0	5	4	2	4	19	
evm.model.scaffold_8400.1	1	5	5	11	2	8	2	0	4	1	0	1	0	0	15	
evm.model.scaffold_8400.2	1	2	2	8	1	8	0	1	3	0	1	5	0	1	12	
evm.model.scaffold_8402.3	0	0	0	0	0	2	1	1	0	0	0	0	0	1	1	
evm.model.scaffold_8403.1	1	0	5	5	0	1	1	1	5	2	0	0	1	1	4	
evm.model.scaffold_8407.1	6	1	2	7	2	5	4	1	0	4	5	5	4	2	5	
evm.model.scaffold_841.1	8	17	29	39	13	52	24	17	18	2	16	20	9	8	62	
evm.model.scaffold_841.2	6	8	14	36	0	39	6	8	13	2	4	3	7	6	32	
evm.model.scaffold_841.3	0	2	1	5	1	9	2	1	2	0	0	2	2	1	6	
evm.model.scaffold_841.4	1	1	1	1	0	5	0	0	0	0	2	0	0	0	1	
evm.model.scaffold_841.5	3	4	4	9	3	12	8	4	4	0	1	2	1	3	12	
evm.model.scaffold_8410.2	0	1	1	3	1	3	1	0	1	0	0	0	0	0	7	
evm.model.scaffold_8412.1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	
evm.model.scaffold_8413.1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1	
evm.model.scaffold_8413.3	0	0	0	3	0	3	0	1	0	0	0	2	0	0	3	
evm.model.scaffold_8413.6	0	0	1	1	0	1	0	0	0	0	0	0	1	0	0	
evm.model.scaffold_8415.1	1	0	1	4	0	4	0	0	2	0	0	3	0	1	3	
evm.model.scaffold_8416.1	0	0	2	3	0	4	1	1	2	1	1	1	0	1	4	
evm.model.scaffold_8416.3	2	0	0	1	2	5	0	0	0	3	0	0	1	1	1	
evm.model.scaffold_8417.4	2	2	6	2	2	8	3	0	3	0	0	1	0	2	5	
evm.model.scaffold_8418.2	3	1	9	8	4	13	2	0	5	1	1	4	0	1	13	
evm.model.scaffold_8419.6	0	1	0	0	1	0	3	1	0	0	1	1	3	0	3	
evm.model.scaffold_842.1	3	3	3	7	4	10	3	2	0	0	2	7	3	1	12	
evm.model.scaffold_842.2	2	1	4	5	0	3	1	1	0	2	0	1	0	1	1	
evm.model.scaffold_8425.1	0	0	0	0	0	1	0	0	0	0	0	2	0	0	2	
evm.model.scaffold_8425.2	0	1	1	5	2	3	0	2	1	1	0	1	0	4	11	
evm.model.scaffold_8428.1	0	1	0	1	0	1	0	0	1	0	0	2	0	0	1	
evm.model.scaffold_8428.2	2	3	4	3	4	8	1	0	2	2	0	2	0	3	8	
evm.model.scaffold_8428.3	8	5	6	9	8	20	4	1	2	0	2	7	0	2	10	
evm.model.scaffold_8428.4	6	3	7	9	3	15	5	9	4	0	9	6	1	3	9	
evm.model.scaffold_8429.1	5	11	16	24	3	30	8	12	5	3	4	5	3	4	20	
evm.model.scaffold_8432.1	5	8	5	12	1	15	5	3	3	0	1	8	1	2	17	
evm.model.scaffold_8432.2	1	2	4	4	2	10	1	1	3	0	1	3	3	1	4	
evm.model.scaffold_8433.2	1	3	5	14	3	22	7	0	6	1	3	9	5	3	15	
evm.model.scaffold_8433.3	1	0	1	2	0	1	0	1	0	0	0	0	1	0	0	
evm.model.scaffold_8434.1	0	0	2	1	0	1	0	0	1	0	0	0	0	0	1	
evm.model.scaffold_8434.2	0	0	0	0	0	1	0	0	0	0	0	0	0	0	3	
evm.model.scaffold_8435.1	2	2	6	7	15	12	6	2	4	0	4	6	1	5	13	
evm.model.scaffold_8435.2	8	2	5	8	2	12	8	1	0	1	5	5	2	1	14	
evm.model.scaffold_8437.5	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	
evm.model.scaffold_8439.1	6	6	6	11	1	26	3	9	15	3	2	14	1	7	16	
evm.model.scaffold_8439.2	0	0	1	2	0	2	1	0	1	0	0	0	0	0	0	
evm.model.scaffold_844.1	0	1	9	6	0	9	1	0	3	0	0	0	0	1	2	
evm.model.scaffold_8440.1	5	3	15	22	8	23	12	4	7	2	3	4	2	5	20	
evm.model.scaffold_8440.3	0	1	1	2	0	0	0	0	2	0	0	1	0	0	1	
evm.model.scaffold_8443.1	22	16	43	88	21	131	51	7	50	10	25	38	13	25	113	
evm.model.scaffold_8443.2	1	1	7	10	3	12	3	3	1	0	2	1	3	3	13	
evm.model.scaffold_8443.4	34	32	59	110	59	108	80	33	50	16	67	52	67	28	113	
evm.model.scaffold_8443.6	0	3	3	6	1	4	2	2	0	1	2	3	0	1	1	
evm.model.scaffold_8443.7	2	1	1	7	0	9	2	3	4	0	0	3	0	0	4	
evm.model.scaffold_8444.1	1	5	13	13	4	17	3	6	8	3	2	9	6	4	20	
evm.model.scaffold_8444.3	1	0	1	3	0	4	1	0	1	2	1	1	0	1	5	
evm.model.scaffold_8445.1	1	2	3	3	1	4	1	1	2	0	1	6	0	0	7	
evm.model.scaffold_8445.2	3	1	10	5	0	17	2	3	5	0	1	2	0	1	10	
evm.model.scaffold_8445.3	2	1	3	2	1	15	0	0	0	0	0	1	0	0	6	
evm.model.scaffold_8445.4	1	2	3	6	0	5	2	1	0	0	1	1	1	2	4	
evm.model.scaffold_8445.5	0	0	0	0	0	2	1	1	0	0	0	0	1	0	2	
evm.model.scaffold_8445.6	4	2	9	15	7	18	3	3	5	4	0	2	3	5	14	
evm.model.scaffold_8448.1	1	0	1	1	0	5	1	1	1	0	0	0	0	0	2	
evm.model.scaffold_8450.1	3	1	5	7	2	22	7	2	10	2	2	3	3	4	8	
evm.model.scaffold_8451.2	0	1	0	2	0	1	0	0	1	0	0	0	0	0	3	
evm.model.scaffold_8451.3	0	0	1	3	1	1	0	0	0	0	0	0	1	1	0	
evm.model.scaffold_8452.1	3	2	8	4	0	12	4	1	7	0	4	4	2	5	11	
evm.model.scaffold_8453.1	6	9	19	27	7	41	17	3	18	3	4	4	7	13	33	
evm.model.scaffold_8453.2	2	5	19	33	4	34	4	6	13	0	11	10	8	4	22	
evm.model.scaffold_8453.3	5	2	13	13	1	18	8	0	11	1	2	10	3	2	29	
evm.model.scaffold_8453.4	1	1	5	4	0	3	1	0	1	0	0	5	0	0	5	
evm.model.scaffold_8453.5	3	1	1	2	0	1	1	1	0	0	0	0	0	1	5	
evm.model.scaffold_8453.6	1	1	0	0	0	2	0	0	0	2	1	1	0	0	3	
evm.model.scaffold_8453.7	0	0	0	1	0	0	0	1	1	0	1	1	0	0	0	
evm.model.scaffold_8455.1	0	2	1	3	0	2	0	1	0	0	0	2	2	1	3	
evm.model.scaffold_8455.2	2	0	0	4	1	5	0	0	4	1	0	1	0	0	0	
evm.model.scaffold_8455.3	5	2	5	6	1	4	2	2	1	0	1	2	0	3	7	
