"delta.rank" "pval" "level" "nseqs" "term" "name" "p.adj"
-599 0.0829159363881369 6 78 "GO:0001755;GO:0090497" "mesenchymal cell migration" 0.323246139852354
59 0.953627576649146 2 9 "GO:0001757" "somite specification" 0.982214831999074
-997 0.043555922113858 3 38 "GO:0001759;GO:0003347;GO:1904847;GO:2000544" "organ induction" 0.223280678270321
-759 2.63300298164431e-05 2 291 "GO:0001763;GO:0061138" "morphogenesis of a branching structure" 0.00143097017976991
-590 0.012242241608274 4 169 "GO:0001764" "neuron migration" 0.106093912748461
1341 0.185758348034937 2 9 "GO:0001765" "membrane raft assembly" 0.485241664337292
-1624 0.109172803527526 3 9 "GO:0001771" "immunological synapse formation" 0.370538785485472
-940 0.265166763453157 2 13 "GO:0001774;GO:0002269;GO:0061900" "glial cell activation" 0.579517210018377
-180 0.109581729029339 2 790 "GO:0001775;GO:0045321" "cell activation" 0.370675287319825
63 0.882276669141248 2 52 "GO:0001776;GO:0002260" "leukocyte homeostasis" 0.95526595968307
-693 0.546697090336091 4 7 "GO:0001779" "natural killer cell differentiation" 0.798383258021145
-104 0.8676461475441 2 24 "GO:0001782" "B cell homeostasis" 0.950302458861847
1353 0.208213687385998 7 8 "GO:0001783" "B cell apoptotic process" 0.50984130477526
-1849 0.136226055379631 8 6 "GO:0001796;GO:0002892;GO:0001798;GO:0002894;GO:0001969;GO:0001970;GO:0045917;GO:0006956;GO:0006957;GO:0006958;GO:2000259" "regulation of activation of membrane attack complex" 0.418289669441877
-625 0.0336172516241418 2 108 "GO:0001816" "cytokine production" 0.19214566369485
-559 0.000300716555549045 5 402 "GO:0001817" "regulation of cytokine production" 0.00896974544528384
-347 0.156842425833314 2 156 "GO:0001818" "negative regulation of cytokine production" 0.447533364467859
-676 0.000475599235107392 2 253 "GO:0001819" "positive regulation of cytokine production" 0.0121032456140623
-1084 0.313312763196513 2 8 "GO:0001820;GO:0006837" "serotonin transport" 0.624580276773155
-2375 0.0387551195924572 5 7 "GO:0001821;GO:0002349;GO:0002441;GO:0002553" "histamine secretion" 0.206866163540228
-467 0.00334490472118779 2 378 "GO:0001822;GO:0072001" "renal system development" 0.0461179983590393
