"delta.rank" "pval" "level" "nseqs" "term" "name" "p.adj"
33 0.970107381610666 4 11 "GO:0001881" "receptor recycling" 0.989912878484166
683 0.075579836371934 5 57 "GO:0001885" "endothelial cell development" 0.332185149341282
-2762 0.00697302497350786 2 8 "GO:0001886" "endothelial cell morphogenesis" 0.0876944190232642
680 0.534161327157273 2 7 "GO:0001887" "selenium compound metabolic process" 0.794566027509637
-91 0.659977983163387 2 201 "GO:0001889;GO:0061008" "hepaticobiliary system development" 0.870003075326379
282 0.256907394052149 2 137 "GO:0001890" "placenta development" 0.594396670173114
318 0.322050586052255 2 82 "GO:0001892;GO:0060711" "embryonic placenta development" 0.646238000637558
-71 0.877716159301498 3 39 "GO:0001893" "maternal placenta development" 0.960855868646132
151 0.451912450893064 4 213 "GO:0001894" "tissue homeostasis" 0.743870206852244
473 0.155636037312978 2 76 "GO:0001895;GO:0045494" "retina homeostasis" 0.470687844273678
-1402 0.0304934875813893 2 20 "GO:0001906" "cell killing" 0.204287067119624
-890 0.250330262084923 3 14 "GO:0001909" "leukocyte mediated cytotoxicity" 0.586876151532427
102 0.843973180861187 2 31 "GO:0001910" "regulation of leukocyte mediated cytotoxicity" 0.950146535630967
927 0.433014459732666 5 6 "GO:0001911;GO:0031342;GO:0002716;GO:0045953" "negative regulation of cell killing" 0.73120841099765
-483 0.423689743821554 6 23 "GO:0001912" "positive regulation of leukocyte mediated cytotoxicity" 0.725147771090841
-2280 0.0371878483518276 3 7 "GO:0001913" "T cell mediated cytotoxicity" 0.2237391734949
-1332 0.0749200488322327 2 15 "GO:0001914;GO:0001916" "regulation of T cell mediated cytotoxicity" 0.331246616831516
-148 0.84319813517767 4 15 "GO:0001919" "regulation of receptor recycling" 0.950115345869438
702 0.467206580315949 5 9 "GO:0001921" "positive regulation of receptor recycling" 0.753294996594717
2241 0.0405442466054909 3 7 "GO:0001922" "B-1 B cell homeostasis" 0.236235330450892
1265 0.284528220428591 2 6 "GO:0001928;GO:0106020" "regulation of vesicle docking" 0.619485336970168
107 0.267646064000513 2 997 "GO:0001932" "regulation of protein phosphorylation" 0.603629315506839
-245 0.10587967250571 6 379 "GO:0001933;GO:0042326" "negative regulation of phosphorylation" 0.388694682129343
-139 0.857901222335047 2 14 "GO:0001935" "endothelial cell proliferation" 0.954641270675161
334 0.228836932061739 6 110 "GO:0001936;GO:0001938" "regulation of endothelial cell proliferation" 0.566384783914304
-107 0.84532110383402 4 28 "GO:0001937" "negative regulation of endothelial cell proliferation" 0.950209108991803
1261 0.0111917079686638 3 34 "GO:0001941" "postsynaptic membrane organization" 0.112028117963925
644 0.0300620471504709 2 96 "GO:0001942;GO:0022405;GO:0042633;GO:0098773" "hair cycle" 0.203284511754005
1210 0.0271214778629996 3 28 "GO:0001945" "lymph vessel development" 0.191174812328424
1014 0.225326433629791 2 12 "GO:0001946;GO:0036303" "lymph vessel morphogenesis" 0.562944930458479
342 0.244608731127274 2 98 "GO:0001952" "regulation of cell-matrix adhesion" 0.581403462346301
197 0.766990287118136 2 19 "GO:0001953" "negative regulation of cell-matrix adhesion" 0.91545861933608
281 0.457066303421757 3 59 "GO:0001954" "positive regulation of cell-matrix adhesion" 0.746612163845571
768 0.15371873286268 2 29 "GO:0001956" "positive regulation of neurotransmitter secretion" 0.468035001137075
646 0.164025555066313 4 39 "GO:0001958;GO:0036075" "endochondral ossification" 0.484298605405
232 0.36913052410217 5 127 "GO:0001959;GO:0060759" "regulation of response to cytokine stimulus" 0.682488488667506
78 0.850792587014651 3 49 "GO:0001960;GO:0060761" "negative regulation of response to cytokine stimulus" 0.951399662057582
-299 0.406346066197925 3 65 "GO:0001961;GO:0060760" "positive regulation of response to cytokine stimulus" 0.714857537309064
1071 0.327850220074714 2 7 "GO:0001963" "synaptic transmission, dopaminergic" 0.650542766995779
997 0.0594573593353816 4 30 "GO:0001964" "startle response" 0.29317833007687
1065 0.14149846392164 2 16 "GO:0001967" "suckling behavior" 0.449328372183168
210 0.70692988950445 3 27 "GO:0001974" "blood vessel remodeling" 0.891272033122444
-42 0.944937855588577 2 23 "GO:0001975" "response to amphetamine" 0.978617576018993
1851 0.0105627824396437 2 16 "GO:0001976" "nervous system process involved in regulation of systemic arterial blood pressure" 0.109972139804752
1415 0.166774489775618 3 8 "GO:0001977" "renal system process involved in regulation of blood volume" 0.488553867419257
714 0.0730874716775491 5 53 "GO:0001990;GO:0003044;GO:0050886;GO:0003081" "regulation of systemic arterial blood pressure mediated by a chemical signal" 0.328273361120307
920 0.127938976113189 3 23 "GO:0001991;GO:0002002;GO:0002003" "regulation of systemic arterial blood pressure by circulatory renin-angiotensin" 0.428103496994132
1811 0.0979133384800657 4 7 "GO:0001993;GO:0002025" "regulation of systemic arterial blood pressure by norepinephrine-epinephrine" 0.374709258942614
351 9.88781157626329e-05 4 1166 "GO:0002009;GO:0060562;GO:0035239" "morphogenesis of an epithelium" 0.00541357683800415
961 0.00760022361651981 2 65 "GO:0002011" "morphogenesis of an epithelial sheet" 0.0919409908352711
