"delta.rank" "pval" "level" "nseqs" "term" "name" "p.adj"
135 0.606021853816969 2 144 "GO:0001738;GO:0001736;GO:0007164" "morphogenesis of a polarized epithelium" 0.858764609771039
-917 0.404460503684508 3 8 "GO:0001743" "lens placode formation" 0.759483328668948
-1180 0.353113086204334 3 6 "GO:0001744" "insect visual primordium formation" 0.72461049366117
114 0.515565848480216 2 326 "GO:0001745;GO:0048749" "compound eye development" 0.824795309434948
8 0.993000126491194 6 12 "GO:0001746;GO:0055034" "Bolwig's organ development" 0.997042071367943
3 0.990057832330985 2 150 "GO:0001751" "compound eye photoreceptor cell differentiation" 0.995786079367145
128 0.787269791267393 5 43 "GO:0001752;GO:0042706;GO:0046552" "photoreceptor cell fate commitment" 0.933748717947976
-153 0.441634847086371 2 252 "GO:0001754;GO:0046530" "photoreceptor cell differentiation" 0.779114511438669
-805 0.0220027095647457 6 79 "GO:0001755;GO:0090497" "mesenchymal cell migration" 0.255915782857946
-129 0.901008206816672 2 9 "GO:0001757" "somite specification" 0.973997443066359
-1580 0.00134845835820517 3 40 "GO:0001759;GO:0003347;GO:1904847;GO:2000544" "organ induction" 0.0667175704613512
-711 0.000100934490393023 2 298 "GO:0001763;GO:0061138" "morphogenesis of a branching structure" 0.0122492574001495
-40 0.865379723704702 4 173 "GO:0001764" "neuron migration" 0.963772742101071
-1676 0.106193537844393 2 9 "GO:0001765" "membrane raft assembly" 0.46209203232074
-1920 0.0641658127850652 3 9 "GO:0001771" "immunological synapse formation" 0.388412397991179
-1519 0.0785671243343677 2 13 "GO:0001774;GO:0002269;GO:0061900" "glial cell activation" 0.417294586059994
-260 0.0218838808190864 2 812 "GO:0001775;GO:0045321" "cell activation" 0.255457570650388
205 0.632539127782965 2 53 "GO:0001776;GO:0002260" "leukocyte homeostasis" 0.870265597839579
-3412 0.0142162874122276 6 5 "GO:0001778" "plasma membrane repair" 0.219111197897656
-2557 0.02974040961724 4 7 "GO:0001779" "natural killer cell differentiation" 0.294684029870963
968 0.127951526022313 2 24 "GO:0001782" "B cell homeostasis" 0.492380799261635
-1574 0.152701716048637 7 8 "GO:0001783" "B cell apoptotic process" 0.525779350219927
2109 0.0145639679961634 8 13 "GO:0001796;GO:0002892;GO:0001798;GO:0002894;GO:0001969;GO:0001970;GO:0045917;GO:0006956;GO:0006957;GO:0006958;GO:0010760;GO:1905522;GO:2000259" "regulation of activation of membrane attack complex" 0.219111197897656
-317 0.277569884885366 2 115 "GO:0001816" "cytokine production" 0.666167723724878
-219 0.157613859474123 5 418 "GO:0001817" "regulation of cytokine production" 0.533798427551794
-94 0.705415921338997 2 158 "GO:0001818" "negative regulation of cytokine production" 0.895831310530276
-339 0.0784684717402478 2 267 "GO:0001819" "positive regulation of cytokine production" 0.417115049779565
-97 0.930111076667788 2 8 "GO:0001820;GO:0006837" "serotonin transport" 0.984311264368018
-2445 0.0376970529079574 5 7 "GO:0001821;GO:0002349;GO:0002441;GO:0002553" "histamine secretion" 0.31846046244094
-229 0.150583511235955 2 397 "GO:0001822;GO:0072001" "renal system development" 0.523825389004685
148 0.668148382602359 3 82 "GO:0001824" "blastocyst development" 0.884344438016637
-103 0.841146548982741 2 37 "GO:0001825" "blastocyst formation" 0.955225392757574
-90 0.926958107518547 3 10 "GO:0001826" "inner cell mass cell differentiation" 0.983680246351863
98 0.943777835233167 4 5 "GO:0001827" "inner cell mass cell fate commitment" 0.9877592545035
