	SRR14729874.clean.fastq.gz.sam.counts	SRR14729875.clean.fastq.gz.sam.counts	SRR14729876.clean.fastq.gz.sam.counts	SRR14729877.clean.fastq.gz.sam.counts	SRR14729879.clean.fastq.gz.sam.counts	SRR14729880.clean.fastq.gz.sam.counts	SRR14729882.clean.fastq.gz.sam.counts	SRR14729883.clean.fastq.gz.sam.counts	SRR14729884.clean.fastq.gz.sam.counts	SRR14729885.clean.fastq.gz.sam.counts	SRR14729886.clean.fastq.gz.sam.counts	SRR14729887.clean.fastq.gz.sam.counts	SRR14729888.clean.fastq.gz.sam.counts	SRR14729891.clean.fastq.gz.sam.counts	SRR14729892.clean.fastq.gz.sam.counts	
Porites_compressa_HIv1___TS.g1793.t1	18	5	8	9	11	21	16	3	25	12	15	9	14	6	9	
Porites_compressa_HIv1___TS.g17930.t1	254	84	270	645	354	507	354	159	349	218	439	284	226	291	271	
Porites_compressa_HIv1___TS.g17931.t1	391	133	241	420	253	394	338	228	331	283	414	262	247	148	330	
Porites_compressa_HIv1___TS.g17934.t1	59	15	46	190	34	284	67	58	75	74	54	86	87	11	83	
Porites_compressa_HIv1___TS.g17943.t2	404	43	61	36	41	42	37	33	63	31	51	18	388	35	46	
Porites_compressa_HIv1___TS.g17944.t1	100	21	46	28	39	49	9	23	54	21	34	30	72	33	19	
Porites_compressa_HIv1___TS.g17946.t1	1	2	1	4	0	3	8	0	0	2	1	0	0	0	0	
Porites_compressa_HIv1___TS.g17949.t1	2	1	0	0	2	2	5	2	2	0	0	1	0	0	2	
Porites_compressa_HIv1___TS.g17958.t1	10	4	19	19	14	15	23	11	9	10	13	12	18	12	17	
Porites_compressa_HIv1___TS.g17963.t1	1	0	2	5	1	2	3	1	0	1	5	1	0	0	3	
Porites_compressa_HIv1___TS.g17970.t1	717	201	887	1358	1189	1837	1074	686	1229	741	1306	759	530	820	880	
Porites_compressa_HIv1___TS.g17975.t1a	8	0	7	2	0	10	1	9	5	5	3	1	3	2	1	
Porites_compressa_HIv1___TS.g17975.t1b	0	0	0	1	1	16	0	3	2	3	6	0	2	0	1	
Porites_compressa_HIv1___TS.g17983.t1	511	135	523	273	2	740	193	235	0	39	164	147	266	97	223	
Porites_compressa_HIv1___TS.g17986.t1	167	33	54	99	26	127	67	36	39	22	178	92	90	62	68	
Porites_compressa_HIv1___TS.g17999.t1	17	5	13	19	10	9	14	9	5	8	17	12	8	13	19	
Porites_compressa_HIv1___TS.g180.t1	10	2	3	2	0	0	0	0	0	0	4	0	3	0	3	
Porites_compressa_HIv1___TS.g1800.t1	7	1	3	4	0	4	2	1	0	0	6	1	2	1	1	
Porites_compressa_HIv1___TS.g18006.t1	525	179	451	539	370	543	470	245	548	345	487	319	403	266	331	
Porites_compressa_HIv1___TS.g18015.t1	0	0	0	0	0	1	0	0	4	0	0	0	0	0	2	
Porites_compressa_HIv1___TS.g18016.t1	2	0	0	0	1	12	0	1	1	3	3	3	4	0	1	
Porites_compressa_HIv1___TS.g18021.t1	1	0	1	4	1	1	3	0	2	1	3	3	4	0	0	
Porites_compressa_HIv1___TS.g18022.t1	0	0	2	0	2	0	0	0	0	1	0	0	5	0	0	
Porites_compressa_HIv1___TS.g18024.t1	19	4	12	38	16	21	22	14	14	2	13	9	13	15	21	
Porites_compressa_HIv1___TS.g18025.t1	10	2	3	1	11	24	0	2	15	0	61	61	7	0	27	
Porites_compressa_HIv1___TS.g18032.t3	1066	303	808	1166	734	1097	758	374	1035	508	1006	609	596	699	835	
Porites_compressa_HIv1___TS.g18034.t1	73	25	80	174	85	109	73	49	72	77	125	55	62	146	48	
Porites_compressa_HIv1___TS.g18039.t1	5	0	2	2	2	6	2	1	2	0	2	0	0	2	2	
Porites_compressa_HIv1___TS.g18040.t1	430	98	233	355	333	271	253	114	275	169	262	106	401	256	210	
Porites_compressa_HIv1___TS.g18045.t1	77	14	57	64	49	58	70	28	48	34	53	49	48	47	46	
Porites_compressa_HIv1___TS.g18057.t1	5	1	0	3	5	2	1	0	0	0	0	1	1	0	1	
Porites_compressa_HIv1___TS.g18064.t1	1	0	0	0	1	0	2	0	0	1	1	0	0	0	0	
Porites_compressa_HIv1___TS.g18066.t1	10	2	34	9	5	21	4	2	2	6	4	11	8	4	50	
Porites_compressa_HIv1___TS.g1807.t1	4	0	0	0	0	11	11	0	9	0	5	3	0	0	4	
Porites_compressa_HIv1___TS.g18071.t1	0	0	0	0	0	0	23	0	0	1	0	0	0	0	0	
Porites_compressa_HIv1___TS.g18078.t1	10	2	6	22	8	44	14	2	1	8	22	11	17	18	12	
Porites_compressa_HIv1___TS.g18079.t1	116	41	140	176	113	172	153	79	137	122	98	105	80	75	163	
Porites_compressa_HIv1___TS.g1808.t1	0	0	1	1	0	1	0	0	0	0	0	0	0	0	1	
Porites_compressa_HIv1___TS.g18082.t1	81	1	23	40	11	27	26	4	22	9	27	20	8	7	18	
Porites_compressa_HIv1___TS.g18084.t1	37	3	59	71	9	60	15	12	7	4	86	28	34	16	60	
Porites_compressa_HIv1___TS.g18087.t1	20	7	9	26	30	29	36	19	24	28	10	40	16	10	31	
Porites_compressa_HIv1___TS.g18088.t1	1	0	16	2	1	0	0	1	1	0	17	0	16	0	10	
Porites_compressa_HIv1___TS.g18090.t1	100	26	54	51	41	70	44	29	66	25	72	49	31	28	42	
Porites_compressa_HIv1___TS.g18091.t1	2	0	3	3	1	4	3	4	4	0	2	0	0	3	4	
Porites_compressa_HIv1___TS.g18099.t1	113	49	132	137	134	143	123	52	67	120	70	79	69	181	63	
Porites_compressa_HIv1___TS.g18101.t1	69	27	128	63	61	74	108	46	78	71	63	60	39	41	65	
Porites_compressa_HIv1___TS.g18111.t2	596	169	573	941	459	679	747	311	635	468	464	450	386	471	620	
Porites_compressa_HIv1___TS.g18112.t1	2	0	7	1	1	0	1	1	1	0	1	0	0	0	1	
Porites_compressa_HIv1___TS.g18125.t1	43	9	49	53	41	61	21	35	29	4	25	24	14	9	38	
Porites_compressa_HIv1___TS.g18129.t1	1604	680	1288	1579	1426	1550	1536	700	1512	804	1428	1047	1218	992	1056	
Porites_compressa_HIv1___TS.g18132.t1a	85	39	106	202	106	175	114	53	92	96	94	90	54	145	107	
Porites_compressa_HIv1___TS.g18132.t1b	1	0	2	0	0	0	1	1	0	0	0	0	0	2	0	
Porites_compressa_HIv1___TS.g18136.t1	1	0	0	0	2	1	0	0	0	0	1	1	3	0	1	
Porites_compressa_HIv1___TS.g18137.t1	993	408	1086	1674	683	966	1466	532	1037	689	824	705	859	1300	1253	
Porites_compressa_HIv1___TS.g18143.t1	168	40	72	56	17	385	161	29	37	8	72	106	81	80	28	
Porites_compressa_HIv1___TS.g18145.t1	78	14	4	16	44	65	32	82	45	21	15	39	60	13	18	
Porites_compressa_HIv1___TS.g18146.t1	1	0	1	1	0	1	0	0	0	1	1	1	0	0	1	
Porites_compressa_HIv1___TS.g18150.t3	291	101	361	665	168	592	383	217	395	234	358	231	216	172	510	
Porites_compressa_HIv1___TS.g18151.t1	191	69	85	132	125	214	182	69	110	148	130	127	108	80	115	
Porites_compressa_HIv1___TS.g18161.t1	37	6	20	24	38	26	14	6	29	14	24	6	9	11	16	
Porites_compressa_HIv1___TS.g18163.t1	529	144	372	734	514	985	660	353	417	328	545	489	392	268	455	
Porites_compressa_HIv1___TS.g18179.t1	0	1	1	2	1	2	0	0	0	0	1	2	3	0	1	
Porites_compressa_HIv1___TS.g18181.t1	85	36	154	78	77	88	135	45	97	65	94	55	76	30	67	
Porites_compressa_HIv1___TS.g1819.t1	1214	579	1348	2623	801	1293	926	503	1899	1182	996	693	543	811	794	
Porites_compressa_HIv1___TS.g18192.t1a	26	9	17	18	24	26	55	27	27	13	30	20	34	7	13	
Porites_compressa_HIv1___TS.g18192.t1b	11	5	4	5	4	4	10	4	7	3	4	4	7	4	9	
Porites_compressa_HIv1___TS.g18192.t1c	1	0	0	0	1	0	0	0	3	1	0	0	0	0	0	
Porites_compressa_HIv1___TS.g182.t1	26	6	69	46	16	41	13	50	5	24	2	2	3	11	35	
Porites_compressa_HIv1___TS.g18200.t1	146	41	106	188	107	117	107	97	116	99	126	67	56	78	67	
Porites_compressa_HIv1___TS.g1821.t1	953	298	755	1530	857	1268	1170	367	844	532	1018	677	710	862	728	
Porites_compressa_HIv1___TS.g18211.t1	176	21	75	123	69	82	62	49	144	61	76	100	62	119	115	
Porites_compressa_HIv1___TS.g18227.t1	5	0	10	8	9	6	6	5	1	6	6	2	4	12	13	
Porites_compressa_HIv1___TS.g18244.t1	98	6	31	126	23	393	15	92	179	11	77	2	7	49	95	
Porites_compressa_HIv1___TS.g18258.t1	281	36	117	209	109	143	78	29	98	53	139	55	110	108	140	
Porites_compressa_HIv1___TS.g18262.t1	2	1	1	6	6	7	5	5	9	2	2	8	1	2	14	
Porites_compressa_HIv1___TS.g18271.t1	17	11	43	42	33	23	11	20	4	2	27	9	13	12	26	
Porites_compressa_HIv1___TS.g18274.t1a	475	225	542	591	440	844	856	253	607	292	552	347	379	499	510	
Porites_compressa_HIv1___TS.g18274.t1b	0	0	4	1	1	16	2	3	0	0	0	0	0	3	4	
Porites_compressa_HIv1___TS.g18274.t1c	149	67	150	294	174	330	417	98	278	121	248	151	178	156	170	
Porites_compressa_HIv1___TS.g18295.t1	1257	353	996	2209	908	2198	1602	825	1364	767	1203	1115	957	1215	1249	
Porites_compressa_HIv1___TS.g18299.t2	73	26	48	109	69	64	69	36	101	52	84	45	60	55	51	
Porites_compressa_HIv1___TS.g18304.t1	17	2	16	23	13	24	65	5	24	14	17	13	15	6	20	
Porites_compressa_HIv1___TS.g18307.t1	0	0	0	1	0	2	1	1	0	1	0	0	0	0	1	
Porites_compressa_HIv1___TS.g18309.t1	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	
Porites_compressa_HIv1___TS.g18328.t1	583	155	440	1117	468	678	530	263	576	327	642	442	384	594	391	
Porites_compressa_HIv1___TS.g18331.t1	130	33	175	311	117	259	250	107	152	85	151	203	123	183	231	
Porites_compressa_HIv1___TS.g18333.t1	2	0	1	0	0	0	2	1	1	0	0	0	0	1	0	
Porites_compressa_HIv1___TS.g18338.t1	0	1	8	0	1	0	0	2	0	0	1	2	1	0	0	
Porites_compressa_HIv1___TS.g18353.t1	18	6	29	12	3	12	19	12	27	21	8	9	10	30	12	
Porites_compressa_HIv1___TS.g18354.t2	38	5	35	24	35	44	9	10	17	22	24	13	1	17	64	
Porites_compressa_HIv1___TS.g18357.t1	115	28	121	97	314	155	144	75	130	53	76	139	64	59	77	
Porites_compressa_HIv1___TS.g18361.t1	272	18	148	91	115	299	76	59	86	46	119	68	91	133	483	
Porites_compressa_HIv1___TS.g1837.t1	0	0	0	3	1	0	0	1	0	0	0	0	0	0	0	
Porites_compressa_HIv1___TS.g18371.t1	6	0	1	6	9	2	2	1	3	0	3	3	2	0	2	
Porites_compressa_HIv1___TS.g18376.t1	8	1	0	16	1	5	10	3	0	0	9	3	0	5	5	
Porites_compressa_HIv1___TS.g18378.t1	707	232	340	471	482	707	420	259	620	391	513	391	390	360	478	
Porites_compressa_HIv1___TS.g18379.t1	191	53	203	335	192	237	214	76	179	151	218	149	84	163	213	
Porites_compressa_HIv1___TS.g1838.t1	250	53	186	188	152	282	207	65	376	135	189	174	85	120	215	
Porites_compressa_HIv1___TS.g18393.t1	190	43	87	77	112	207	194	77	124	76	121	73	73	26	81	
Porites_compressa_HIv1___TS.g18399.t1	14	16	16	24	16	52	25	11	34	10	34	8	13	8	18	
Porites_compressa_HIv1___TS.g18401.t3	1736	613	1387	3339	1247	1380	1727	826	1002	1133	1358	1145	1097	1947	1207	
Porites_compressa_HIv1___TS.g18408.t2a	21	3	1	4	0	5	2	7	0	2	0	4	3	0	4	
Porites_compressa_HIv1___TS.g18408.t2b	267	1	3	32	2	50	7	5	12	3	0	18	3	3	9	
Porites_compressa_HIv1___TS.g18416.t1	100	27	100	146	87	149	153	53	72	60	109	79	92	74	68	
Porites_compressa_HIv1___TS.g18417.t1	28	10	39	12	27	28	29	14	41	35	30	24	19	15	31	
Porites_compressa_HIv1___TS.g18419.t1	144	45	129	153	106	199	139	72	138	83	147	110	84	99	178	
Porites_compressa_HIv1___TS.g18429.t1	86	38	46	50	49	45	160	44	83	60	73	59	90	27	38	
Porites_compressa_HIv1___TS.g1843.t1	4	0	1	2	0	5	0	2	3	1	0	5	7	2	0	
Porites_compressa_HIv1___TS.g18433.t1	0	0	0	0	3	3	0	0	0	1	0	0	0	0	0	
Porites_compressa_HIv1___TS.g18458.t1	259	207	371	730	295	398	319	166	114	277	294	310	119	247	355	
Porites_compressa_HIv1___TS.g18459.t1	251	170	319	348	194	290	232	197	115	298	343	295	105	131	256	
Porites_compressa_HIv1___TS.g18462.t1	120	49	107	162	111	145	178	93	146	93	190	143	146	94	120	
Porites_compressa_HIv1___TS.g18464.t1	54	19	24	54	32	51	27	9	69	12	37	29	19	29	33	
Porites_compressa_HIv1___TS.g18476.t1a	0	0	0	1	1	1	0	3	3	0	0	2	4	0	4	
Porites_compressa_HIv1___TS.g18476.t1b	962	378	758	1049	784	1115	1004	513	1022	815	980	664	718	635	530	
Porites_compressa_HIv1___TS.g18483.t1	8	5	3	26	1	2	1	4	6	4	0	0	5	1	4	
Porites_compressa_HIv1___TS.g18484.t1	53	18	46	72	27	41	64	28	37	50	48	40	51	28	46	
Porites_compressa_HIv1___TS.g18489.t1	650	195	401	547	402	558	637	252	663	358	405	341	342	226	358	
Porites_compressa_HIv1___TS.g18496.t1	1	3	0	11	0	0	0	0	3	1	1	2	0	1	2	
Porites_compressa_HIv1___TS.g18501.t1a	398	95	212	346	264	347	289	179	290	165	238	169	247	146	220	
Porites_compressa_HIv1___TS.g18501.t1b	3	1	42	25	0	28	16	4	52	13	21	8	2	28	30	
Porites_compressa_HIv1___TS.g18502.t1	17	2	38	44	36	60	18	5	35	31	21	28	17	33	32	
Porites_compressa_HIv1___TS.g1851.t1	0	0	1	0	0	0	3	0	3	0	3	3	2	0	1	
Porites_compressa_HIv1___TS.g18515.t1	37	14	72	90	78	40	36	39	83	87	139	114	113	45	62	
Porites_compressa_HIv1___TS.g18517.t1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	
Porites_compressa_HIv1___TS.g18526.t1	3	0	1	0	1	0	0	1	0	2	2	0	1	0	1	
Porites_compressa_HIv1___TS.g18556.t1	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	
Porites_compressa_HIv1___TS.g18560.t1	3	2	2	0	2	2	0	0	3	0	3	2	1	0	2	
Porites_compressa_HIv1___TS.g18561.t1	8	2	0	2	6	4	3	1	4	2	5	0	7	2	5	
Porites_compressa_HIv1___TS.g18567.t1	36	14	26	38	32	46	47	18	51	37	31	34	11	53	37	
Porites_compressa_HIv1___TS.g18569.t1	526	176	440	971	424	545	528	248	500	383	525	583	341	538	384	
Porites_compressa_HIv1___TS.g18570.t1	0	0	3	3	0	1	0	0	0	0	2	1	1	23	5	
Porites_compressa_HIv1___TS.g18574.t1	42	29	24	29	33	40	40	22	42	30	15	27	26	18	32	
Porites_compressa_HIv1___TS.g18578.t1	302	112	412	487	293	701	530	265	387	245	346	241	231	439	421	
Porites_compressa_HIv1___TS.g18582.t1	15	134	17	56	31	624	7	0	11	3	14	0	3	109	22	
Porites_compressa_HIv1___TS.g18583.t1	20	2	23	231	20	658	6	5	7	3	65	13	17	122	106	
Porites_compressa_HIv1___TS.g18589.t1	7	3	13	3	15	6	1	9	4	4	3	6	0	1	10	
Porites_compressa_HIv1___TS.g18596.t1	26	7	11	67	21	33	39	7	25	13	24	16	11	7	24	
Porites_compressa_HIv1___TS.g186.t2	12	2	11	13	7	15	1	10	20	4	8	5	5	24	9	
Porites_compressa_HIv1___TS.g18601.t2	1	0	2	0	0	0	1	1	0	0	0	0	0	2	0	
Porites_compressa_HIv1___TS.g18603.t1	64	11	19	39	40	64	37	23	22	52	15	16	25	56	16	
Porites_compressa_HIv1___TS.g18610.t1	84	50	37	1	58	26	4	52	53	25	0	1	105	0	48	
Porites_compressa_HIv1___TS.g18620.t1	0	0	0	0	0	1	1	2	0	0	0	1	1	0	6	
Porites_compressa_HIv1___TS.g18622.t1	1	0	1	0	0	1	0	4	0	0	0	0	3	0	2	
Porites_compressa_HIv1___TS.g18627.t1	5	4	4	1	0	0	3	1	2	7	4	2	1	0	0	
Porites_compressa_HIv1___TS.g18630.t1a	0	1	0	4	1	1	1	0	0	1	0	1	0	1	0	
Porites_compressa_HIv1___TS.g18630.t1b	27	5	27	39	10	52	16	6	23	19	10	15	10	11	38	
Porites_compressa_HIv1___TS.g18633.t1	0	0	0	1	0	0	3	0	0	1	0	3	0	3	3	
Porites_compressa_HIv1___TS.g18643.t1	121	26	111	152	85	110	125	57	119	62	109	62	85	94	106	
Porites_compressa_HIv1___TS.g18647.t1a	488	88	486	1081	356	1456	491	295	443	193	423	477	317	542	889	
Porites_compressa_HIv1___TS.g18647.t1b	412	114	312	231	226	284	266	163	345	231	183	166	179	174	226	
Porites_compressa_HIv1___TS.g18651.t1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	
Porites_compressa_HIv1___TS.g18652.t1	5	1	13	0	0	155	0	1	0	2	28	2	3	5	2	
Porites_compressa_HIv1___TS.g1866.t1	0	0	0	0	0	0	0	5	0	0	0	0	0	0	0	
Porites_compressa_HIv1___TS.g18660.t1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	
Porites_compressa_HIv1___TS.g18665.t1	1186	16	695	123	476	11	5	9	18	1	1163	56	470	31	258	
Porites_compressa_HIv1___TS.g18667.t2	90	178	44	1193	32	142	352	38	500	180	6	187	110	836	749	
Porites_compressa_HIv1___TS.g18668.t2	238	72	134	95	104	115	167	123	191	85	83	52	136	76	80	
Porites_compressa_HIv1___TS.g18675.t1	11	2	11	10	8	19	3	1	4	1	7	8	8	28	25	
Porites_compressa_HIv1___TS.g18679.t1	468	216	405	453	437	510	633	271	564	332	438	347	360	335	370	
Porites_compressa_HIv1___TS.g18690.t2	424	139	362	341	301	456	545	184	488	240	289	206	261	180	261	
Porites_compressa_HIv1___TS.g18691.t2	1182	414	962	1188	1304	1400	999	486	887	912	899	599	761	681	758	
Porites_compressa_HIv1___TS.g18702.t1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	
Porites_compressa_HIv1___TS.g18703.t1a	0	0	1	0	0	0	0	0	0	0	0	0	1	0	1	
Porites_compressa_HIv1___TS.g18707.t1	26	6	3	65	15	1	12	5	12	12	3	8	21	15	28	
Porites_compressa_HIv1___TS.g18708.t1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	
Porites_compressa_HIv1___TS.g18711.t1	8	2	16	19	20	9	3	6	6	2	17	1	12	9	18	
Porites_compressa_HIv1___TS.g18712.t1	7179	673	1830	1131	3468	1152	1065	619	2905	2084	884	697	3250	1362	443	
Porites_compressa_HIv1___TS.g18722.t1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	
Porites_compressa_HIv1___TS.g18735.t1	41	0	0	0	19	0	0	0	0	19	0	0	1	0	0	
Porites_compressa_HIv1___TS.g18736.t2	661	190	717	1565	679	837	905	476	802	487	633	580	690	856	570	
Porites_compressa_HIv1___TS.g18739.t1	0	3	3	0	1	0	1	2	1	0	0	0	1	0	0	
Porites_compressa_HIv1___TS.g18740.t1	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	
Porites_compressa_HIv1___TS.g18743.t1	0	0	0	1	0	7	0	2	0	1	0	0	0	1	5	
Porites_compressa_HIv1___TS.g18750.t1	179	50	51	6	9	415	6	58	48	56	6	0	138	59	184	
Porites_compressa_HIv1___TS.g18752.t1	20	7	38	23	2	90	2	9	4	3	2	8	7	20	65	
Porites_compressa_HIv1___TS.g18753.t1a	0	1	1	0	0	1	0	1	0	1	0	0	0	1	2	
Porites_compressa_HIv1___TS.g18753.t1b	0	0	4	1	0	0	0	7	0	0	0	0	0	0	1	
Porites_compressa_HIv1___TS.g18758.t1	121	18	75	145	78	183	139	71	75	44	114	64	99	83	128	
Porites_compressa_HIv1___TS.g18759.t1	2	0	1	1	1	5	0	0	0	0	0	0	0	0	0	
Porites_compressa_HIv1___TS.g18760.t1	4	0	0	4	0	3	2	0	2	0	9	0	2	3	1	
Porites_compressa_HIv1___TS.g18761.t1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	
Porites_compressa_HIv1___TS.g18763.t1	9	0	1	4	1	0	1	0	1	6	1	0	0	1	2	
Porites_compressa_HIv1___TS.g18766.t1	2	1	8	5	5	10	0	11	1	4	0	5	10	2	13	
Porites_compressa_HIv1___TS.g18770.t1	104	7	82	157	37	158	36	52	33	19	48	41	23	62	98	
Porites_compressa_HIv1___TS.g18782.t1	0	0	0	2	0	0	0	0	1	0	0	0	0	0	0	
Porites_compressa_HIv1___TS.g18789.t1	4	14	2	2	4	4	20	0	28	0	0	0	4	4	2	
Porites_compressa_HIv1___TS.g18798.t1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	
Porites_compressa_HIv1___TS.g188.t1	0	0	19	0	0	0	56	30	67	0	0	0	38	0	0	
Porites_compressa_HIv1___TS.g18804.t2	1025	243	1329	2518	907	2763	1386	863	668	510	1355	1164	817	1448	2281	
Porites_compressa_HIv1___TS.g18809.t1	3	0	4	13	7	8	5	2	3	7	3	9	0	3	14	
Porites_compressa_HIv1___TS.g18810.t1	9	2	4	21	14	12	6	4	14	19	4	3	0	11	21	
Porites_compressa_HIv1___TS.g18811.t1	2	0	1	2	1	0	0	0	0	2	1	0	0	0	1	
Porites_compressa_HIv1___TS.g18826.t1	75	20	101	74	102	92	39	14	14	18	30	13	12	22	19	
Porites_compressa_HIv1___TS.g18828.t1	192	76	161	187	122	177	221	112	221	295	151	124	171	132	132	
Porites_compressa_HIv1___TS.g18833.t1	206	84	193	297	200	346	250	128	231	142	247	193	162	164	198	
Porites_compressa_HIv1___TS.g1884.t1	3	1	15	4	3	6	2	11	1	2	1	5	15	1	4	
Porites_compressa_HIv1___TS.g18854.t1a	0	0	2	0	0	0	0	0	0	0	0	1	0	0	0	
Porites_compressa_HIv1___TS.g18854.t1b	10	6	1	10	5	7	4	2	5	5	2	11	2	4	6	
Porites_compressa_HIv1___TS.g18856.t1	13	5	5	22	13	6	18	7	8	4	11	11	5	7	10	
Porites_compressa_HIv1___TS.g18859.t1	111	24	43	35	69	24	29	9	53	38	31	34	34	33	31	
Porites_compressa_HIv1___TS.g18868.t1	472	81	1242	1076	0	3	796	534	3102	669	1	287	1	460	3	
Porites_compressa_HIv1___TS.g1887.t1	17	2	11	1	25	4	14	15	32	18	27	8	27	1	3	
Porites_compressa_HIv1___TS.g18870.t1	24	9	40	83	22	44	19	14	21	1	16	33	22	72	70	
Porites_compressa_HIv1___TS.g18872.t1	60	22	41	23	35	38	100	50	67	49	98	26	48	29	18	
Porites_compressa_HIv1___TS.g18873.t1	41	6	8	28	10	28	21	26	14	26	12	8	19	8	18	
Porites_compressa_HIv1___TS.g18879.t1	1	0	2	5	1	9	0	4	0	0	0	0	0	2	0	
Porites_compressa_HIv1___TS.g18880.t1	12	3	1	17	26	7	3	3	7	5	24	8	26	6	6	
Porites_compressa_HIv1___TS.g18888.t1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	
Porites_compressa_HIv1___TS.g18889.t1	0	0	0	0	1	2	1	0	0	1	13	0	0	0	0	
Porites_compressa_HIv1___TS.g18890.t1	1	1	6	4	1	0	1	0	0	0	2	4	0	0	4	
Porites_compressa_HIv1___TS.g18891.t1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	
Porites_compressa_HIv1___TS.g18895.t1	0	1	8	4	1	1	5	7	0	2	23	4	2	1	4	
Porites_compressa_HIv1___TS.g1890.t1	26	19	13	23	21	87	12	21	10	11	5	34	18	3	51	
Porites_compressa_HIv1___TS.g18903.t1	0	0	0	1	0	0	0	2	0	0	0	0	0	0	3	
Porites_compressa_HIv1___TS.g18910.t1	22	3	16	4	25	3	0	3	5	0	126	11	2	2	59	
Porites_compressa_HIv1___TS.g18911.t1	58	8	31	23	14	3	1	9	26	0	107	1	15	12	34	
Porites_compressa_HIv1___TS.g18912.t1a	1	0	0	2	1	4	1	0	0	1	7	0	0	0	0	
Porites_compressa_HIv1___TS.g18912.t1b	3	1	5	18	2	18	2	4	3	0	6	3	3	25	6	
Porites_compressa_HIv1___TS.g18913.t1	0	0	0	0	0	0	0	0	0	0	28	0	0	0	0	
Porites_compressa_HIv1___TS.g18917.t1	0	0	0	0	0	0	0	1	0	0	1	0	0	4	0	
Porites_compressa_HIv1___TS.g18927.t1	83	17	121	1766	23	79	83	55	28	25	69	16	33	431	64	
Porites_compressa_HIv1___TS.g18929.t1a	3	0	17	1257	10	6	80	5	0	0	18	18	2	2385	15	
Porites_compressa_HIv1___TS.g18929.t1b	4	1	11	16	1	24	3	5	4	5	6	8	1	4	16	
Porites_compressa_HIv1___TS.g1893.t1	39	9	17	16	1	11	35	6	34	37	9	8	3	24	94	
Porites_compressa_HIv1___TS.g18931.t1	0	0	0	14	5	3	1	19	0	5	2	1	5	2	3	
Porites_compressa_HIv1___TS.g18933.t1	2	0	1	231	3	2	40	3	1	0	6	17	5	239	13	
Porites_compressa_HIv1___TS.g18934.t1	1	0	0	5	1	10	8	4	0	2	4	8	0	10	5	
Porites_compressa_HIv1___TS.g18935.t1	211	73	6	565	104	386	316	174	5	93	87	105	99	733	327	
Porites_compressa_HIv1___TS.g18946.t1	1	1	4	1	1	7	1	0	0	0	4	2	0	1	0	
Porites_compressa_HIv1___TS.g18947.t1	8	1	5	2	2	4	2	0	0	1	0	1	0	0	2	
Porites_compressa_HIv1___TS.g18948.t1	2	0	4	1	1	1	0	1	2	1	0	6	3	13	1	
Porites_compressa_HIv1___TS.g18949.t1	4	0	1	5	6	2	2	1	0	2	1	4	0	1	1	
Porites_compressa_HIv1___TS.g18953.t1	2	0	1	2	1	4	1	0	2	5	1	1	2	1	4	
Porites_compressa_HIv1___TS.g1896.t1	0	0	0	0	0	2	1	0	0	0	0	0	0	0	2	
Porites_compressa_HIv1___TS.g18960.t1	6	0	12	13	2	12	0	1	4	1	5	4	1	3	6	
Porites_compressa_HIv1___TS.g18962.t1	1	3	19	0	3	11	5	4	1	1	2	2	1	3	1	
Porites_compressa_HIv1___TS.g18963.t1	109	56	105	181	93	165	147	79	103	61	151	107	93	82	160	
Porites_compressa_HIv1___TS.g18976.t1	92	11	131	174	48	358	98	97	36	40	116	232	40	140	410	
Porites_compressa_HIv1___TS.g18977.t1	81	25	192	215	65	253	77	103	51	22	106	251	60	158	369	
Porites_compressa_HIv1___TS.g18981.t1	95	1	124	14	5	72	30	66	55	19	61	102	8	18	119	
Porites_compressa_HIv1___TS.g18983.t1	4	0	2	0	0	0	1	1	0	1	1	0	0	0	0	
Porites_compressa_HIv1___TS.g18992.t1	28	4	46	119	77	88	85	29	16	16	65	49	15	100	158	
Porites_compressa_HIv1___TS.g18993.t1	7	1	10	4	3	8	7	2	2	2	3	3	1	7	38	
Porites_compressa_HIv1___TS.g18998.t1	0	0	0	3	0	0	1	2	0	0	0	0	0	0	1	
Porites_compressa_HIv1___TS.g18999.t1	7	2	14	47	6	32	8	1	1	2	5	4	5	15	39	
Porites_compressa_HIv1___TS.g19002.t1	2	0	1	0	3	1	0	3	1	0	0	1	1	3	3	
Porites_compressa_HIv1___TS.g19006.t1	4	2	6	4	1	0	0	2	1	1	8	0	3	2	2	
Porites_compressa_HIv1___TS.g19007.t1	12	5	13	13	2	2	2	4	11	5	1	11	3	6	3	
Porites_compressa_HIv1___TS.g1901.t1	78	82	20	19	36	23	191	2	60	36	11	153	28	36	94	
